"('Date', '')","('Close', 'Spy')","('High', 'Spy')","('Low', 'Spy')","('Open', 'Spy')","('Volume', 'Spy')","('Ticker', '')","('Close', 'Qqq')","('High', 'Qqq')","('Low', 'Qqq')","('Open', 'Qqq')","('Volume', 'Qqq')","('Close', 'Aapl')","('High', 'Aapl')","('Low', 'Aapl')","('Open', 'Aapl')","('Volume', 'Aapl')","('Close', 'Msft')","('High', 'Msft')","('Low', 'Msft')","('Open', 'Msft')","('Volume', 'Msft')"
2020-02-12,311.89202880859375,312.1046097822477,310.97690946593093,311.3466412628633,43992700.0,SPY,,,,,,,,,,,,,,,
2020-02-13,311.559326171875,312.5391283658209,310.17281043983064,310.4501023027456,54501900.0,SPY,,,,,,,,,,,,,,,
2020-02-14,312.05841064453125,312.1785798281007,310.76433522287675,311.97522310407436,64582200.0,SPY,,,,,,,,,,,,,,,
2020-02-18,311.2543029785156,312.12318842131,309.8492823261326,311.05094621086727,57226200.0,SPY,,,,,,,,,,,,,,,
2020-02-19,312.74249267578125,313.42649809328753,311.94757051043456,312.23411484526747,48814700.0,SPY,,,,,,,,,,,,,,,
2020-02-20,311.4576721191406,313.01981548523923,308.435049670439,312.1878834517064,74163400.0,SPY,,,,,,,,,,,,,,,
2020-02-21,308.25018310546875,310.40389176527685,307.41825111166315,310.08961825574926,113788200.0,SPY,,,,,,,,,,,,,,,
2020-02-24,298.02691650390625,308.3240909414559,296.9361694687542,298.6924451148754,161088400.0,SPY,,,,,,,,,,,,,,,
2020-02-25,288.9961242675781,300.05126977938426,288.10876199262657,299.43197514276005,218913200.0,SPY,,,,,,,,,,,,,,,
2020-02-26,287.93316650390625,294.04306702660233,287.19370256042646,290.410401744179,194773800.0,SPY,,,,,,,,,,,,,,,
2020-02-27,275.0015869140625,287.9886085683371,275.0015869140625,282.3501046404397,284353500.0,SPY,,,,,,,,,,,,,,,
2020-02-28,273.8460998535156,275.35278474241954,263.93713331079226,266.85806306798787,384975800.0,SPY,,,,,,,,,,,,,,,
2020-03-02,285.70538330078125,285.77009412816733,272.18223081361083,275.6485195970456,238703600.0,SPY,,,,,,,,,,,,,,,
2020-03-03,277.5249328613281,290.0960123429304,275.05695107348043,286.08436422320034,300139100.0,SPY,,,,,,,,,,,,,,,
2020-03-04,289.1901550292969,289.41201669815035,280.3811607396725,282.9600875485208,176613400.0,SPY,,,,,,,,,,,,,,,
2020-03-05,279.5769958496094,285.13231067725593,277.31237064305344,281.9063600959013,186366800.0,SPY,,,,,,,,,,,,,,,
2020-03-06,274.9552917480469,276.1754323026294,268.272304300244,270.9713723296417,228667200.0,SPY,,,,,,,,,,,,,,,
2020-03-09,253.48280334472656,262.68925943697604,252.7618163292263,254.47182974444698,309417300.0,SPY,,,,,,,,,,,,,,,
2020-03-10,266.5992431640625,266.69165497428696,252.80802167232554,263.1052248338327,276444100.0,SPY,,,,,,,,,,,,,,,
2020-03-11,253.60299682617188,260.6095398813289,250.38629787992912,259.46336239094256,255316300.0,SPY,,,,,,,,,,,,,,,
2020-03-12,229.3389434814453,246.48552399413035,228.94146830849624,236.63201558510855,392220700.0,SPY,,,,,,,,,,,,,,,
2020-03-13,248.94430541992188,250.94089162497488,229.71794951752298,243.18563277930045,329566100.0,SPY,,,,,,,,,,,,,,,
2020-03-16,221.70387268066406,237.46392365697218,219.40225147248137,222.93323755946798,297240000.0,SPY,,,,,,,,,,,,,,,
2020-03-17,233.67413330078125,236.78918173556997,219.13420816594996,226.5012158383682,262070500.0,SPY,,,,,,,,,,,,,,,
2020-03-18,221.84251403808594,229.57926720176667,210.7688791615743,218.37622475624084,327597100.0,SPY,,,,,,,,,,,,,,,
2020-03-19,222.31394958496094,228.66420186243792,214.65114474704967,221.1492813313841,289322000.0,SPY,,,,,,,,,,,,,,,
2020-03-20,212.7334747314453,227.3031124720577,212.45453814587174,225.49933863095998,347158800.0,SPY,,,,,,,,,,,,,,,
2020-03-23,207.29428100585938,213.55169138759885,202.93361405221626,212.16632938460128,326025200.0,SPY,,,,,,,,,,,,,,,
2020-03-24,226.07583618164062,226.95913788626166,217.38240804438908,217.9588666833573,235494500.0,SPY,,,,,,,,,,,,,,,
2020-03-25,229.46018981933594,238.34889039646427,222.91455085621166,227.67501555666567,299430300.0,SPY,,,,,,,,,,,,,,,
2020-03-26,242.85833740234375,244.34596141660734,231.5615116558956,231.99850901310307,257632800.0,SPY,,,,,,,,,,,,,,,
2020-03-27,235.6246337890625,242.49570123625926,233.42106171265166,235.48517258953171,224341200.0,SPY,,,,,,,,,,,,,,,
2020-03-30,243.27674865722656,244.0019753776943,235.72694526604647,237.7445646486099,171369500.0,SPY,,,,,,,,,,,,,,,
2020-03-31,239.65054321289062,244.8386976771548,238.22798244247915,242.26321999792995,194881100.0,SPY,,,,,,,,,,,,,,,
2020-04-01,228.8651580810547,239.56692639242033,226.77315475604576,230.56665582120527,189554600.0,SPY,,,,,,,,,,,,,,,
2020-04-02,234.1462860107422,234.93658977911278,227.41467982960492,227.97255299682274,177660400.0,SPY,,,,,,,,,,,,,,,
2020-04-03,230.76187133789062,235.53164254174808,228.00042634484714,233.15139618783738,135561200.0,SPY,,,,,,,,,,,,,,,
2020-04-06,246.2612762451172,248.2510171182353,230.7432751448362,239.73423724585547,188061200.0,SPY,,,,,,,,,,,,,,,
2020-04-07,246.51231384277344,255.71712038109936,246.2891759599012,254.95469478181445,201427200.0,SPY,,,,,,,,,,,,,,,
2020-04-08,254.78744506835938,256.6191116013682,246.62398316037292,249.14367736200134,153774500.0,SPY,,,,,,,,,,,,,,,
2020-04-09,258.66461181640625,261.4539497078501,256.1263041203319,258.08812481750016,189999200.0,SPY,,,,,,,,,,,,,,,
2020-04-13,256.3028869628906,258.0229838174609,252.35132614477686,257.6789701214676,114839100.0,SPY,,,,,,,,,,,,,,,
2020-04-14,263.8620910644531,264.89413252854797,256.1635191410848,261.24941334722763,134143400.0,SPY,,,,,,,,,,,,,,,
2020-04-15,258.2554931640625,264.0015221103493,256.11698386757354,258.07883283686436,121775000.0,SPY,,,,,,,,,,,,,,,
2020-04-16,259.5013427734375,260.3660304941722,256.3958841006078,259.5478203768556,131798300.0,SPY,,,,,,,,,,,,,,,
2020-04-17,266.51190185546875,267.12553110795915,262.569619073019,265.34037107877293,146684800.0,SPY,,,,,,,,,,,,,,,
2020-04-20,261.8165588378906,266.651422716813,261.59342087796335,262.7649235421949,100109300.0,SPY,,,,,,,,,,,,,,,
2020-04-21,253.86691284179688,258.51580869765877,252.91851992745163,257.29780025339164,126385700.0,SPY,,,,,,,,,,,,,,,
2020-04-22,259.5013427734375,261.26791732240457,257.46512435067166,258.80400847453427,92951600.0,SPY,,,,,,,,,,,,,,,
2020-04-23,259.48272705078125,264.0014680279603,259.1759124464332,260.79371892766017,104709700.0,SPY,,,,,,,,,,,,,,,
2020-04-24,263.0996398925781,263.7783889712508,258.9435254408236,261.01694341774123,85063200.0,SPY,,,,,,,,,,,,,,,
2020-04-27,266.8931579589844,268.027489930258,264.63380089005386,265.0986905770576,77896600.0,SPY,,,,,,,,,,,,,,,
2020-04-28,265.6658935546875,270.9377271680581,265.3590504451415,270.584406435668,105270000.0,SPY,,,,,,,,,,,,,,,
2020-04-29,272.62060546875,274.1733495261763,270.01723454119,271.05858291221404,118745600.0,SPY,,,,,,,,,,,,,,,
2020-04-30,270.0822448730469,272.72281412861895,268.3249487432386,271.2258550134556,122901700.0,SPY,,,,,,,,,,,,,,,
2020-05-01,262.93231201171875,270.2496710030437,261.7514740699194,265.2753457738314,125180000.0,SPY,,,,,,,,,,,,,,,
2020-05-04,263.6575012207031,263.9643158796331,259.5292791983489,261.0262101283875,80873200.0,SPY,,,,,,,,,,,,,,,
2020-05-05,266.093505859375,268.9386278809035,263.7876432775508,266.511917840321,79569900.0,SPY,,,,,,,,,,,,,,,
2020-05-06,264.28973388671875,268.20409631883115,263.8527365338742,267.8136049500988,73632600.0,SPY,,,,,,,,,,,,,,,
2020-05-07,267.47894287109375,269.43148537280416,266.9675755282105,267.5440342418947,75250400.0,SPY,,,,,,,,,,,,,,,
2020-05-08,271.9046325683594,272.37882904206623,269.50578633331116,270.6494249685885,76452400.0,SPY,,,,,,,,,,,,,,,
2020-05-11,271.9604187011719,273.355087515024,269.5244017129143,269.9520922042716,79514200.0,SPY,,,,,,,,,,,,,,,
2020-05-12,266.539794921875,273.5782013512031,266.400305353087,273.1598177686605,95870800.0,SPY,,,,,,,,,,,,,,,
2020-05-13,261.8258361816406,267.0232986592604,259.37120540082725,265.97264359207634,144721100.0,SPY,,,,,,,,,,,,,,,
2020-05-14,264.95916748046875,265.0893218076404,253.82040296579268,259.3619071707117,121977900.0,SPY,,,,,,,,,,,,,,,
2020-05-15,266.1772766113281,266.2237542369149,261.5841635684552,262.5418353274159,111146300.0,SPY,,,,,,,,,,,,,,,
2020-05-18,274.2848815917969,275.911995296155,272.14640064448497,272.47180068566763,119703800.0,SPY,,,,,,,,,,,,,,,
2020-05-19,271.4675598144531,275.4098134629464,271.4489744504023,273.68043824436825,95189300.0,SPY,,,,,,,,,,,,,,,
2020-05-20,276.079345703125,276.95334046749406,274.81485954380605,275.0473043561465,85861700.0,SPY,,,,,,,,,,,,,,,
2020-05-21,274.1733093261719,276.7674013742696,273.0668697505342,275.94919109568605,78293900.0,SPY,,,,,,,,,,,,,,,
2020-05-22,274.69403076171875,274.87069111933164,272.62991933952964,273.8851272161312,63958200.0,SPY,,,,,,,,,,,,,,,
2020-05-26,278.0783996582031,280.97002823460497,274.7126029009708,280.72827652012495,88951400.0,SPY,,,,,,,,,,,,,,,
2020-05-27,282.21588134765625,282.2530804607982,276.0235484288679,280.9048892618461,104817400.0,SPY,,,,,,,,,,,,,,,
2020-05-28,281.69512939453125,285.29336938825986,281.0163805467094,283.25715121939606,90405200.0,SPY,,,,,,,,,,,,,,,
2020-05-29,282.9504699707031,283.5455140238124,278.44103426709364,281.22106555541734,119090800.0,SPY,,,,,,,,,,,,,,,
2020-06-01,284.0941162109375,284.7077740887771,281.77897432492983,282.2996485774085,55758300.0,SPY,,,,,,,,,,,,,,,
2020-06-02,286.4463806152344,286.49288660278665,283.6756565929607,285.0238194889779,74267200.0,SPY,,,,,,,,,,,,,,,
2020-06-03,290.258544921875,291.2255235048646,288.17584801200564,288.4547705000712,92567600.0,SPY,,,,,,,,,,,,,,,
2020-06-04,289.4960632324219,291.0209148726546,287.37616760731163,289.26361841223604,75794400.0,SPY,,,,,,,,,,,,,,,
2020-06-05,296.9156188964844,298.7100855350727,294.8887075106819,294.95379884980656,150524700.0,SPY,,,,,,,,,,,,,,,
2020-06-08,300.50469970703125,300.6999454272229,297.18538059070323,297.7339470066986,73641200.0,SPY,,,,,,,,,,,,,,,
2020-06-09,298.2638854980469,300.57902668815314,296.9342796417474,297.80827438311485,77479200.0,SPY,,,,,,,,,,,,,,,
2020-06-10,296.5995788574219,299.7515441146227,295.87435218203393,298.8496571128931,95000800.0,SPY,,,,,,,,,,,,,,,
2020-06-11,279.5008544921875,290.2305122092479,278.9430097860382,289.58896242257265,209243600.0,SPY,,,,,,,,,,,,,,,
2020-06-12,282.8481140136719,287.376134042086,277.6320664777444,286.59512294243626,194678900.0,SPY,,,,,,,,,,,,,,,
2020-06-15,285.4886779785156,286.63231655316565,275.902657167633,277.0927733501549,135782700.0,SPY,,,,,,,,,,,,,,,
2020-06-16,290.9836730957031,293.47550276747546,286.0651618513897,293.32673469941386,137627500.0,SPY,,,,,,,,,,,,,,,
2020-06-17,289.7750244140625,292.313332156212,289.03118393807455,292.0157959658169,83398900.0,SPY,,,,,,,,,,,,,,,
2020-06-18,289.8865661621094,290.37004114512797,287.775977532385,288.2408671457295,80828700.0,SPY,,,,,,,,,,,,,,,
2020-06-19,288.2298583984375,293.5902669454201,286.259376457288,293.3941620838033,135549600.0,SPY,,,,,,,,,,,,,,,
2020-06-22,290.0789489746094,290.4805065865408,286.46487346827536,287.6228641629522,74649400.0,SPY,,,,,,,,,,,,,,,
2020-06-23,291.4143371582031,293.7023317464779,291.0034317750071,292.75911323057716,68471200.0,SPY,,,,,,,,,,,,,,,
2020-06-24,283.9807434082031,289.97620596157446,282.122349797961,289.35050004032456,132813500.0,SPY,,,,,,,,,,,,,,,
2020-06-25,287.0251770019531,287.29600749580464,281.3565747828588,283.40175397887816,89468000.0,SPY,,,,,,,,,,,,,,,
2020-06-26,280.2079162597656,286.1286820870505,279.6196016076711,285.9138815477473,127961000.0,SPY,,,,,,,,,,,,,,,
2020-06-29,284.3262023925781,284.4662772666713,279.16189970492906,281.4779087879766,79773300.0,SPY,,,,,,,,,,,,,,,
2020-06-30,287.9683532714844,289.6867004264842,283.72860084403385,283.88734290217144,113394800.0,SPY,,,,,,,,,,,,,,,
2020-07-01,289.9855041503906,291.26493088120566,288.63140880676883,289.0983441320461,72396500.0,SPY,,,,,,,,,,,,,,,
2020-07-02,291.5824890136719,294.82302181709093,290.91010090029897,293.4595499347535,69344200.0,SPY,,,,,,,,,,,,,,,
2020-07-06,296.0837097167969,296.672052848873,294.6922514199316,295.4486844470371,61713800.0,SPY,,,,,,,,,,,,,,,
2020-07-07,293.02996826171875,296.52263581204556,292.6470778271388,294.5241671894889,82910000.0,SPY,,,,,,,,,,,,,,,
2020-07-08,295.271240234375,295.3833001619314,292.02138833734847,293.80505635007563,54638600.0,SPY,,,,,,,,,,,,,,,
2020-07-09,293.59027099609375,296.1304004034764,290.1349380560867,295.8875849051437,83354200.0,SPY,,,,,,,,,,,,,,,
2020-07-10,296.5880432128906,296.85887374233175,292.07745949573626,293.5249479299481,57550400.0,SPY,,,,,,,,,,,,,,,
2020-07-13,294.01983642578125,301.36939399134485,293.35679623421123,298.960020218058,102997500.0,SPY,,,,,,,,,,,,,,,
2020-07-14,297.830078125,298.61452615085386,291.3676798651455,292.5817004647939,93657000.0,SPY,,,,,,,,,,,,,,,
2020-07-15,300.5662536621094,301.67756193888226,298.15685159166435,301.08921891006503,87196500.0,SPY,,,,,,,,,,,,,,,
2020-07-16,299.5763854980469,300.0339730145946,297.9887939312302,298.6425148115598,54622500.0,SPY,,,,,,,,,,,,,,,
2020-07-17,300.4449462890625,301.2387422518473,298.59587165216726,300.59436905260253,62774900.0,SPY,,,,,,,,,,,,,,,
2020-07-20,302.8729553222656,303.6293883169463,299.41762229758507,300.17405529226573,56308800.0,SPY,,,,,,,,,,,,,,,
2020-07-21,303.5174255371094,305.31044191339305,302.51817671832094,304.86220206906285,57292200.0,SPY,,,,,,,,,,,,,,,
2020-07-22,305.2450256347656,305.5625668171237,303.04110401260516,303.15316395956546,57792900.0,SPY,,,,,,,,,,,,,,,
2020-07-23,301.60296630859375,305.59061366707397,300.2208554860033,304.88086259635077,75738000.0,SPY,,,,,,,,,,,,,,,
2020-07-24,299.6604919433594,300.6970749383659,298.1382778520449,299.72586974470505,73766600.0,SPY,,,,,,,,,,,,,,,
2020-07-27,301.8457336425781,302.02317138189983,299.5577386878363,300.36088242889383,48293000.0,SPY,,,,,,,,,,,,,,,
2020-07-28,299.93133544921875,302.2379977580067,299.6324899154091,301.1079934269413,57495000.0,SPY,,,,,,,,,,,,,,,
2020-07-29,303.6199951171875,304.1896709845334,300.7810206049226,300.81838340756855,48454200.0,SPY,,,,,,,,,,,,,,,
2020-07-30,302.53680419921875,302.9570574976411,298.50250363196176,300.61303245433163,61861700.0,SPY,,,,,,,,,,,,,,,
2020-07-31,304.92742919921875,305.03016978869846,300.08063832808034,304.34843396596784,84986800.0,SPY,,,,,,,,,,,,,,,
2020-08-03,307.0473937988281,307.8224940369102,306.05749301309646,306.60847337500553,53077900.0,SPY,,,,,,,,,,,,,,,
2020-08-04,308.23333740234375,308.23333740234375,306.1788106195919,306.1788106195919,41917900.0,SPY,,,,,,,,,,,,,,,
2020-08-05,310.1477966308594,310.4093077965834,309.2793036857555,309.5501341792031,42697700.0,SPY,,,,,,,,,,,,,,,
2020-08-06,312.22100830078125,312.3424160632494,309.23263887610466,309.5594993521016,43679400.0,SPY,,,,,,,,,,,,,,,
2020-08-07,312.4451904296875,312.73468812555745,310.32528527024743,311.24048900203246,57308300.0,SPY,,,,,,,,,,,,,,,
2020-08-10,313.3790283203125,313.56578537891374,310.94161073495115,312.9027450968508,44282100.0,SPY,,,,,,,,,,,,,,,
2020-08-11,310.79217529296875,315.21874204317476,310.0544379174958,314.57436894345125,69601100.0,SPY,,,,,,,,,,,,,,,
2020-08-12,315.1253662109375,315.9098142659354,313.2296096198239,313.25762460394975,53774400.0,SPY,,,,,,,,,,,,,,,
2020-08-13,314.5556640625,315.88177303303496,313.6217933366078,314.3502113628248,41816100.0,SPY,,,,,,,,,,,,,,,
2020-08-14,314.5650329589844,315.1066939759868,313.4257094571057,314.1634753598281,47260400.0,SPY,,,,,,,,,,,,,,,
2020-08-17,315.5643005371094,315.9658581604364,314.5743997217338,315.59231552246996,35481000.0,SPY,,,,,,,,,,,,,,,
2020-08-18,316.24603271484375,316.6756053183714,314.3502475634696,315.965854365127,38733900.0,SPY,,,,,,,,,,,,,,,
2020-08-19,314.92926025390625,317.15184881912415,314.35958424598005,316.6288834508993,68054200.0,SPY,,,,,,,,,,,,,,,
2020-08-20,315.9097595214844,316.3953619953394,313.0521176379559,313.18284470806407,42207800.0,SPY,,,,,,,,,,,,,,,
2020-08-21,317.0303955078125,317.2545153277125,315.22800362455484,315.5735596795253,55106600.0,SPY,,,,,,,,,,,,,,,
2020-08-24,320.2429504394531,320.317647555092,317.0024179962201,319.4958367857057,48588700.0,SPY,,,,,,,,,,,,,,,
2020-08-25,321.3636474609375,321.4476924214543,319.63598060726247,320.8126670534533,38463400.0,SPY,,,,,,,,,,,,,,,
2020-08-26,324.58544921875,324.8562512047831,321.4102945075383,321.96127480599944,50790200.0,SPY,,,,,,,,,,,,,,,
2020-08-27,325.2952575683594,326.7614418091755,323.6143012473273,325.4633760000465,58034100.0,SPY,,,,,,,,,,,,,,,
2020-08-28,327.3963928222656,327.5271484061451,325.12709375470087,326.33179499405776,48588900.0,SPY,,,,,,,,,,,,,,,
2020-08-31,326.2104187011719,328.0688125407522,325.97695099270294,327.18165234825597,66099200.0,SPY,,,,,,,,,,,,,,,
2020-09-01,329.2828063964844,329.3855184912039,326.14498610216896,327.0508417988004,54908700.0,SPY,,,,,,,,,,,,,,,
2020-09-02,334.0455627441406,335.0261155850886,330.05791659214856,331.2159356465646,69540000.0,SPY,,,,,,,,,,,,,,,
2020-09-03,322.54962158203125,332.8128516725017,319.9347664669842,332.3365684855864,148011100.0,SPY,,,,,,,,,,,,,,,
2020-09-04,319.9161071777344,324.8282479048653,312.72529105890504,323.2406847419041,139156300.0,SPY,,,,,,,,,,,,,,,
2020-09-08,311.1750793457031,319.981502594332,310.86691452339585,314.44362712529994,114465300.0,SPY,,,,,,,,,,,,,,,
2020-09-09,317.3199768066406,319.81339595911373,314.3502459123081,315.22808677108594,91462300.0,SPY,,,,,,,,,,,,,,,
2020-09-10,311.8101501464844,319.8787794283248,310.8389164877385,319.21573910816505,90569500.0,SPY,,,,,,,,,,,,,,,
2020-09-11,311.9688720703125,314.68643947384305,309.1112297489658,313.6124937712869,84680200.0,SPY,,,,,,,,,,,,,,,
2020-09-14,316.0779113769531,317.8709559003101,312.11830819969606,315.1720555369324,65605700.0,SPY,,,,,,,,,,,,,,,
2020-09-15,317.6748046875,319.4024426618689,316.087213117058,318.5619647420056,52920900.0,SPY,,,,,,,,,,,,,,,
2020-09-16,316.4140625,320.37366496153686,316.1338842035227,318.92617684455166,82096000.0,SPY,,,,,,,,,,,,,,,
2020-09-17,313.631103515625,315.36811767700027,310.9695665664268,311.5018796561603,91523300.0,SPY,,,,,,,,,,,,,,,
2020-09-18,310.0204772949219,314.55850240448314,307.5076914977665,314.4459938782765,105877900.0,SPY,,,,,,,,,,,,,,,
2020-09-21,306.5699768066406,306.71999766114936,301.656915429077,305.37922382926496,99450800.0,SPY,,,,,,,,,,,,,,,
2020-09-22,309.6922607421875,310.2548319002989,305.5292742311441,308.0702153827949,63612100.0,SPY,,,,,,,,,,,,,,,
2020-09-23,302.5102844238281,310.53621790557276,302.0039673797578,310.2549179417267,93112200.0,SPY,,,,,,,,,,,,,,,
2020-09-24,303.3165283203125,306.4106267464723,299.8473633825088,301.1787808263067,76681300.0,SPY,,,,,,,,,,,,,,,
2020-09-25,308.2202453613281,309.0171901941493,301.5726003704774,302.4539265874717,71069400.0,SPY,,,,,,,,,,,,,,,
2020-09-28,313.3395690917969,314.06151775569106,311.4268386278702,312.43008717344736,64584600.0,SPY,,,,,,,,,,,,,,,
2020-09-29,311.6330871582031,313.8833429517761,310.9298804343644,313.1332672251034,51304000.0,SPY,,,,,,,,,,,,,,,
2020-09-30,313.9959411621094,317.1838065411138,312.11133761916705,312.3082275283585,104081100.0,SPY,,,,,,,,,,,,,,,
2020-10-01,316.0116882324219,317.6056060760855,314.10834345111573,316.6211282495153,88698700.0,SPY,,,,,,,,,,,,,,,
2020-10-02,313.0113830566406,315.9836161569518,310.52672494578115,311.0049146889571,89431100.0,SPY,,,,,,,,,,,,,,,
2020-10-05,318.5621032714844,318.7496079388286,315.0460688562154,315.0929378696611,45713100.0,SPY,,,,,,,,,,,,,,,
2020-10-06,314.03338623046875,320.8216950795828,313.51771270827516,318.7026895108574,90128900.0,SPY,,,,,,,,,,,,,,,
2020-10-07,319.4997253417969,320.3154407808864,316.99629614713643,317.0244232790512,56999600.0,SPY,,,,,,,,,,,,,,,
2020-10-08,322.3312683105469,322.39690781746,320.531046175657,321.45929867947905,45242500.0,SPY,,,,,,,,,,,,,,,
2020-10-09,325.2096862792969,325.6784907777207,323.37198065727125,324.00016266156786,59528600.0,SPY,,,,,,,,,,,,,,,
2020-10-12,330.4415283203125,331.9323231755609,327.2817906132557,327.7787222316718,80388500.0,SPY,,,,,,,,,,,,,,,
2020-10-13,328.28509521484375,330.47909718518025,327.3099736901741,330.3009491581667,73255500.0,SPY,,,,,,,,,,,,,,,
2020-10-14,326.22235107421875,329.97278774758956,325.481660432992,328.8664157961998,57727900.0,SPY,,,,,,,,,,,,,,,
2020-10-15,325.81915283203125,326.3066992490572,321.7218057616366,322.2656064339518,60357700.0,SPY,,,,,,,,,,,,,,,
2020-10-16,325.6222229003906,328.8663418819281,325.44407490936027,327.1880138360098,89501900.0,SPY,,,,,,,,,,,,,,,
2020-10-19,320.6716613769531,327.5349374706405,319.7621795077128,326.8973702216107,68425600.0,SPY,,,,,,,,,,,,,,,
2020-10-20,321.9561462402344,325.2377773655685,321.2623248157863,322.0311423617074,60051900.0,SPY,,,,,,,,,,,,,,,
2020-10-21,321.3467712402344,324.1033442326765,321.03734421932603,321.9093137990524,63575000.0,SPY,,,,,,,,,,,,,,,
2020-10-22,323.1094055175781,323.7001037324051,319.39648209894983,321.5623564776125,55399300.0,SPY,,,,,,,,,,,,,,,
2020-10-23,324.2063903808594,324.4032802296131,321.7217326252242,324.34702598711203,49143900.0,SPY,,,,,,,,,,,,,,,
2020-10-26,318.2151794433594,321.5811928189922,314.6803746763883,320.78421932807095,91473000.0,SPY,,,,,,,,,,,,,,,
2020-10-27,317.11810302734375,318.89955432543974,316.9024426660506,318.562028834951,65994100.0,SPY,,,,,,,,,,,,,,,
2020-10-28,306.2794189453125,317.14630593530734,305.782487223201,311.3800151864686,127094300.0,SPY,,,,,,,,,,,,,,,
2020-10-29,309.3922119140625,312.5988185025003,304.80729040972653,306.5137455675911,90597700.0,SPY,,,,,,,,,,,,,,,
2020-10-30,306.1668395996094,309.12030211816017,302.4726579865341,307.7982700432069,120287300.0,SPY,,,,,,,,,,,,,,,
